Date,Dividends
2021-12-31 00:00:00+01:00,3.02
2022-12-31 00:00:00+01:00,5.51
2023-12-31 00:00:00+01:00,7.2
2024-12-31 00:00:00+01:00,6.6
2025-12-31 00:00:00+01:00,7.1
