Date,Dividends
2018-12-31 00:00:00+01:00,8.3
2019-12-31 00:00:00+01:00,8.5
2020-12-31 00:00:00+01:00,7.0
2021-12-31 00:00:00+01:00,25.0
2022-12-31 00:00:00+01:00,9.2
