Date,Dividends
2021-12-31 00:00:00+01:00,4.0
2022-12-31 00:00:00+01:00,5.5
2023-12-31 00:00:00+01:00,6.5
2024-12-31 00:00:00+01:00,7.0
2025-12-31 00:00:00+01:00,7.0
