Year,Dividend,Type
2021,4.0,Historical
2022,5.5,Historical
2023,6.5,Historical
2024,7.0,Historical
2025,7.0,Historical
2026,8.020088945867446,Projected
2027,8.936746970441757,Projected
2028,9.677277068472032,Projected
2029,10.174996344629283,Projected
2030,10.37849627152187,Projected
