Date,Dividends
2021-12-31 00:00:00+01:00,40.0
2022-12-31 00:00:00+01:00,40.0
2023-12-31 00:00:00+01:00,55.0
2024-12-31 00:00:00+01:00,5.0
2025-12-31 00:00:00+01:00,5.0
