Year,Dividend,Type
2021,9.0,Historical
2022,6.75,Historical
2023,6.8,Historical
2024,6.9,Historical
2025,6.4,Historical
2026,5.991312861433535,Projected
2027,5.734327334772453,Projected
2028,5.6085810901473945,Projected
2029,5.60317250348592,Projected
2030,5.715235953555639,Projected
