Date,Dividends
2021-12-31 00:00:00+01:00,9.0
2022-12-31 00:00:00+01:00,6.75
2023-12-31 00:00:00+01:00,6.8
2024-12-31 00:00:00+01:00,6.9
2025-12-31 00:00:00+01:00,6.4
