Date,Dividends
2021-12-31 00:00:00+01:00,9.0
2022-12-31 00:00:00+01:00,9.3
2023-12-31 00:00:00+01:00,9.4
2024-12-31 00:00:00+01:00,9.5
2025-12-31 00:00:00+01:00,10.0
