Year,Dividend,Type
2021,9.0,Historical
2022,9.3,Historical
2023,9.4,Historical
2024,9.5,Historical
2025,10.0,Historical
2026,10.234710526125916,Projected
2027,10.466048650681556,Projected
2028,10.693533726451415,Projected
2029,10.916683855525203,Projected
2030,11.135017532635707,Projected
