Date,Dividends
2021-12-31 00:00:00+01:00,4.5
2022-12-31 00:00:00+01:00,4.75
2023-12-31 00:00:00+01:00,5.0
2024-12-31 00:00:00+01:00,5.5
2025-12-31 00:00:00+01:00,5.75
