Year,Dividend,Type
2021,6.5,Historical
2022,6.5,Historical
2023,6.5,Historical
2024,6.5,Historical
2025,6.8,Historical
2026,6.861641502815576,Projected
2027,6.942599919228399,Projected
2028,7.043492998749252,Projected
2029,7.165107580992031,Projected
2030,7.308409732611872,Projected
