Date,Dividends
2021-12-31 00:00:00+01:00,1.825
2022-12-31 00:00:00+01:00,1.9
2023-12-31 00:00:00+01:00,2.3
2024-12-31 00:00:00+01:00,2.8
2025-12-31 00:00:00+01:00,3.0
