Date,Dividends
2021-12-31 00:00:00+01:00,5.5
2022-12-31 00:00:00+01:00,6.0
2023-12-31 00:00:00+01:00,6.0
2024-12-31 00:00:00+01:00,7.5
2025-12-31 00:00:00+01:00,8.5
