Year,Dividend,Type
2021,22.0,Historical
2022,24.0,Historical
2023,27.0,Historical
2024,27.0,Historical
2025,27.0,Historical
2026,28.46211919448625,Projected
2027,29.760402312403507,Projected
2028,30.863807362501582,Projected
2029,31.74460303923206,Projected
2030,32.379495100016705,Projected
