Date,Dividends
2021-12-31 00:00:00+01:00,3.21
2022-12-31 00:00:00+01:00,4.2
2023-12-31 00:00:00+01:00,7.15
2024-12-31 00:00:00+01:00,7.7
2025-12-31 00:00:00+01:00,8.1
