Year,Dividend,Type
2021,20.0,Historical
2022,20.0,Historical
2023,20.0,Historical
2024,35.0,Historical
2025,22.0,Historical
2026,23.714011313402988,Projected
2027,25.218243313515654,Projected
2028,26.45279743627615,Projected
2029,27.364821148694553,Projected
2030,27.912117571668443,Projected
