Year,variable,method,value,parameter_value,growth_rate
2033,Pretax Income,cagr,243651674.0,-0.16,-0.16
2034,Pretax Income,cagr,205423313.0,-0.16,-0.16
2025,Pretax Income,slope,397000000.0,-311200000.0,-0.65
2026,Pretax Income,slope,85800000.0,-311200000.0,-0.78
2027,Pretax Income,slope,-225400000.0,-311200000.0,-3.63
2028,Pretax Income,slope,-536600000.0,-311200000.0,1.38
2029,Pretax Income,slope,-847800000.0,-311200000.0,0.58
2030,Pretax Income,slope,-1159000000.0,-311200000.0,0.37
2031,Pretax Income,slope,-1470200000.0,-311200000.0,0.27
2032,Pretax Income,slope,-1781400000.0,-311200000.0,0.21
2033,Pretax Income,slope,-2092600000.0,-311200000.0,0.17
2034,Pretax Income,slope,-2403800000.0,-311200000.0,0.15
2025,Pretax Income,man_inp_growth,1211240000.0,0.07,0.07
2026,Pretax Income,man_inp_growth,1296026800.0,0.07,0.07
2027,Pretax Income,man_inp_growth,1386748676.0,0.07,0.07
2028,Pretax Income,man_inp_growth,1483821083.0,0.07,0.07
2029,Pretax Income,man_inp_growth,1587688559.0,0.07,0.07
2030,Pretax Income,man_inp_growth,1698826758.0,0.07,0.07
2031,Pretax Income,man_inp_growth,1817744631.0,0.07,0.07
2032,Pretax Income,man_inp_growth,1944986756.0,0.07,0.07
2033,Pretax Income,man_inp_growth,2081135828.0,0.07,0.07
2034,Pretax Income,man_inp_growth,2226815336.0,0.07,0.07
2025,Total Assets,cagr,32677228767.0,0.09,0.09
2026,Total Assets,cagr,35661132148.0,0.09,0.09
2027,Total Assets,cagr,38917509044.0,0.09,0.09
2028,Total Assets,cagr,42471240226.0,0.09,0.09
2029,Total Assets,cagr,46349478438.0,0.09,0.09
2030,Total Assets,cagr,50581855865.0,0.09,0.09
2031,Total Assets,cagr,55200710536.0,0.09,0.09
2032,Total Assets,cagr,60241333410.0,0.09,0.09
2033,Total Assets,cagr,65742238022.0,0.09,0.09
2034,Total Assets,cagr,71745454748.0,0.09,0.09
2025,Total Assets,slope,34156000000.0,2123000000.0,0.14
2026,Total Assets,slope,36279000000.0,2123000000.0,0.06
2027,Total Assets,slope,38402000000.0,2123000000.0,0.06
2028,Total Assets,slope,40525000000.0,2123000000.0,0.06
2029,Total Assets,slope,42648000000.0,2123000000.0,0.05
2030,Total Assets,slope,44771000000.0,2123000000.0,0.05
2031,Total Assets,slope,46894000000.0,2123000000.0,0.05
2032,Total Assets,slope,49017000000.0,2123000000.0,0.05
2033,Total Assets,slope,51140000000.0,2123000000.0,0.04
2034,Total Assets,slope,53263000000.0,2123000000.0,0.04
2025,Total Assets,man_inp_growth,32039010000.0,0.07,0.07
2026,Total Assets,man_inp_growth,34281740700.0,0.07,0.07
2027,Total Assets,man_inp_growth,36681462549.0,0.07,0.07
2028,Total Assets,man_inp_growth,39249164927.0,0.07,0.07
2029,Total Assets,man_inp_growth,41996606472.0,0.07,0.07
2030,Total Assets,man_inp_growth,44936368925.0,0.07,0.07
2031,Total Assets,man_inp_growth,48081914750.0,0.07,0.07
2032,Total Assets,man_inp_growth,51447648783.0,0.07,0.07
2033,Total Assets,man_inp_growth,55048984197.0,0.07,0.07
2034,Total Assets,man_inp_growth,58902413091.0,0.07,0.07
2025,Interest Expense,cagr,378350000.0,0.15,0.15
2026,Interest Expense,cagr,435102500.0,0.15,0.15
2027,Interest Expense,cagr,500367875.0,0.15,0.15
2028,Interest Expense,cagr,575423056.0,0.15,0.15
2029,Interest Expense,cagr,661736515.0,0.15,0.15
2030,Interest Expense,cagr,760996992.0,0.15,0.15
2031,Interest Expense,cagr,875146541.0,0.15,0.15
2032,Interest Expense,cagr,1006418522.0,0.15,0.15
2033,Interest Expense,cagr,1157381300.0,0.15,0.15
2034,Interest Expense,cagr,1330988495.0,0.15,0.15
2025,Interest Expense,slope,496500000.0,100400000.0,0.51
2026,Interest Expense,slope,596900000.0,100400000.0,0.2
2027,Interest Expense,slope,697300000.0,100400000.0,0.17
2028,Interest Expense,slope,797700000.0,100400000.0,0.14
2029,Interest Expense,slope,898100000.0,100400000.0,0.13
2030,Interest Expense,slope,998500000.0,100400000.0,0.11
2031,Interest Expense,slope,1098900000.0,100400000.0,0.1
2032,Interest Expense,slope,1199300000.0,100400000.0,0.09
2033,Interest Expense,slope,1299700000.0,100400000.0,0.08
2034,Interest Expense,slope,1400100000.0,100400000.0,0.08
2025,Interest Expense,man_inp_growth,352030000.0,0.07,0.07
2026,Interest Expense,man_inp_growth,376672100.0,0.07,0.07
2027,Interest Expense,man_inp_growth,403039147.0,0.07,0.07
2028,Interest Expense,man_inp_growth,431251887.0,0.07,0.07
2029,Interest Expense,man_inp_growth,461439519.0,0.07,0.07
2030,Interest Expense,man_inp_growth,493740286.0,0.07,0.07
2031,Interest Expense,man_inp_growth,528302106.0,0.07,0.07
2032,Interest Expense,man_inp_growth,565283253.0,0.07,0.07
2033,Interest Expense,man_inp_growth,604853081.0,0.07,0.07
2034,Interest Expense,man_inp_growth,647192797.0,0.07,0.07
2025,Change in Debt,cagr,,,
2026,Change in Debt,cagr,,,
2027,Change in Debt,cagr,,,
2028,Change in Debt,cagr,,,
2029,Change in Debt,cagr,,,
2030,Change in Debt,cagr,,,
2031,Change in Debt,cagr,,,
2032,Change in Debt,cagr,,,
2033,Change in Debt,cagr,,,
2034,Change in Debt,cagr,,,
2025,Change in Debt,slope,,,
2026,Change in Debt,slope,,,
2027,Change in Debt,slope,,,
2028,Change in Debt,slope,,,
2029,Change in Debt,slope,,,
2030,Change in Debt,slope,,,
2031,Change in Debt,slope,,,
2032,Change in Debt,slope,,,
2033,Change in Debt,slope,,,
2034,Change in Debt,slope,,,
2025,Change in Debt,man_inp_growth,-874190000.0,0.07,0.07
2026,Change in Debt,man_inp_growth,-935383300.0,0.07,0.07
2027,Change in Debt,man_inp_growth,-1000860131.0,0.07,0.07
2028,Change in Debt,man_inp_growth,-1070920340.0,0.07,0.07
2029,Change in Debt,man_inp_growth,-1145884764.0,0.07,0.07
2030,Change in Debt,man_inp_growth,-1226096697.0,0.07,0.07
2031,Change in Debt,man_inp_growth,-1311923466.0,0.07,0.07
2032,Change in Debt,man_inp_growth,-1403758109.0,0.07,0.07
2033,Change in Debt,man_inp_growth,-1502021177.0,0.07,0.07
2034,Change in Debt,man_inp_growth,-1607162659.0,0.07,0.07
2025,effective_tax_rate,cagr,0.22,0.02,0.02
2026,effective_tax_rate,cagr,0.23,0.02,0.02
2027,effective_tax_rate,cagr,0.23,0.02,0.02
2028,effective_tax_rate,cagr,0.23,0.02,0.02
2029,effective_tax_rate,cagr,0.24,0.02,0.02
2030,effective_tax_rate,cagr,0.24,0.02,0.02
2031,effective_tax_rate,cagr,0.25,0.02,0.02
2032,effective_tax_rate,cagr,0.25,0.02,0.02
2033,effective_tax_rate,cagr,0.25,0.02,0.02
2034,effective_tax_rate,cagr,0.26,0.02,0.02
2025,effective_tax_rate,slope,0.23,0.0,0.03
2026,effective_tax_rate,slope,0.23,0.0,0.02
2027,effective_tax_rate,slope,0.24,0.0,0.02
2028,effective_tax_rate,slope,0.24,0.0,0.02
2029,effective_tax_rate,slope,0.24,0.0,0.02
2030,effective_tax_rate,slope,0.25,0.0,0.02
2031,effective_tax_rate,slope,0.25,0.0,0.02
2032,effective_tax_rate,slope,0.26,0.0,0.02
2033,effective_tax_rate,slope,0.26,0.0,0.02
2034,effective_tax_rate,slope,0.27,0.0,0.02
2025,effective_tax_rate,man_inp_growth,0.24,0.07,0.07
2026,effective_tax_rate,man_inp_growth,0.25,0.07,0.07
2027,effective_tax_rate,man_inp_growth,0.27,0.07,0.07
2028,effective_tax_rate,man_inp_growth,0.29,0.07,0.07
2029,effective_tax_rate,man_inp_growth,0.31,0.07,0.07
2030,effective_tax_rate,man_inp_growth,0.33,0.07,0.07
2031,effective_tax_rate,man_inp_growth,0.35,0.07,0.07
2032,effective_tax_rate,man_inp_growth,0.38,0.07,0.07
2033,effective_tax_rate,man_inp_growth,0.41,0.07,0.07
2034,effective_tax_rate,man_inp_growth,0.43,0.07,0.07
2025,ReinvestmentRate,cagr,2.51,0.15,0.15
2026,ReinvestmentRate,cagr,2.88,0.15,0.15
2027,ReinvestmentRate,cagr,3.31,0.15,0.15
2028,ReinvestmentRate,cagr,3.81,0.15,0.15
2029,ReinvestmentRate,cagr,4.38,0.15,0.15
2030,ReinvestmentRate,cagr,5.04,0.15,0.15
2031,ReinvestmentRate,cagr,5.79,0.15,0.15
2032,ReinvestmentRate,cagr,6.66,0.15,0.15
2033,ReinvestmentRate,cagr,7.66,0.15,0.15
2034,ReinvestmentRate,cagr,8.81,0.15,0.15
2025,ReinvestmentRate,slope,4.56,0.65,1.1
2026,ReinvestmentRate,slope,5.22,0.65,0.14
2027,ReinvestmentRate,slope,5.87,0.65,0.13
2028,ReinvestmentRate,slope,6.52,0.65,0.11
2029,ReinvestmentRate,slope,7.18,0.65,0.1
2030,ReinvestmentRate,slope,7.83,0.65,0.09
2031,ReinvestmentRate,slope,8.48,0.65,0.08
2032,ReinvestmentRate,slope,9.13,0.65,0.08
2033,ReinvestmentRate,slope,9.79,0.65,0.07
2034,ReinvestmentRate,slope,10.44,0.65,0.07
2025,ReinvestmentRate,man_inp_growth,2.33,0.07,0.07
2026,ReinvestmentRate,man_inp_growth,2.49,0.07,0.07
2027,ReinvestmentRate,man_inp_growth,2.67,0.07,0.07
2028,ReinvestmentRate,man_inp_growth,2.86,0.07,0.07
2029,ReinvestmentRate,man_inp_growth,3.06,0.07,0.07
2030,ReinvestmentRate,man_inp_growth,3.27,0.07,0.07
2031,ReinvestmentRate,man_inp_growth,3.5,0.07,0.07
2032,ReinvestmentRate,man_inp_growth,3.74,0.07,0.07
2033,ReinvestmentRate,man_inp_growth,4.0,0.07,0.07
2034,ReinvestmentRate,man_inp_growth,4.29,0.07,0.07
2025,FCFF,cagr,1111827162.0,-0.18,-0.18
2026,FCFF,cagr,909609741.0,-0.18,-0.18
2027,FCFF,cagr,744171315.0,-0.18,-0.18
2028,FCFF,cagr,608822576.0,-0.18,-0.18
2029,FCFF,cagr,498090859.0,-0.18,-0.18
2030,FCFF,cagr,407498856.0,-0.18,-0.18
2031,FCFF,cagr,333383589.0,-0.18,-0.18
2032,FCFF,cagr,272748292.0,-0.18,-0.18
2033,FCFF,cagr,223141251.0,-0.18,-0.18
2034,FCFF,cagr,182556662.0,-0.18,-0.18
2025,FCFF,slope,333000000.0,-453000000.0,-0.75
2026,FCFF,slope,-120000000.0,-453000000.0,-1.36
2027,FCFF,slope,-573000000.0,-453000000.0,3.78
2028,FCFF,slope,-1026000000.0,-453000000.0,0.79
2029,FCFF,slope,-1479000000.0,-453000000.0,0.44
2030,FCFF,slope,-1932000000.0,-453000000.0,0.31
2031,FCFF,slope,-2385000000.0,-453000000.0,0.23
2032,FCFF,slope,-2838000000.0,-453000000.0,0.19
2033,FCFF,slope,-3291000000.0,-453000000.0,0.16
2034,FCFF,slope,-3744000000.0,-453000000.0,0.14
2025,FCFF,man_inp_growth,1454130000.0,0.07,0.07
2026,FCFF,man_inp_growth,1555919100.0,0.07,0.07
2027,FCFF,man_inp_growth,1664833437.0,0.07,0.07
2028,FCFF,man_inp_growth,1781371778.0,0.07,0.07
2029,FCFF,man_inp_growth,1906067802.0,0.07,0.07
2030,FCFF,man_inp_growth,2039492548.0,0.07,0.07
2031,FCFF,man_inp_growth,2182257027.0,0.07,0.07
2032,FCFF,man_inp_growth,2335015018.0,0.07,0.07
2033,FCFF,man_inp_growth,2498466070.0,0.07,0.07
2034,FCFF,man_inp_growth,2673358695.0,0.07,0.07
2025,FCFE,cagr,443421870.0,-0.18,-0.18
2026,FCFE,cagr,362772980.0,-0.18,-0.18
2027,FCFE,cagr,296792386.0,-0.18,-0.18
2028,FCFE,cagr,242812242.0,-0.18,-0.18
2029,FCFE,cagr,198649923.0,-0.18,-0.18
2030,FCFE,cagr,162519779.0,-0.18,-0.18
2031,FCFE,cagr,132960931.0,-0.18,-0.18
2032,FCFE,cagr,108778200.0,-0.18,-0.18
2033,FCFE,cagr,88993788.0,-0.18,-0.18
2034,FCFE,cagr,72807734.0,-0.18,-0.18
2025,FCFE,slope,333000000.0,-453000000.0,-0.39
2026,FCFE,slope,-120000000.0,-453000000.0,-1.36
2027,FCFE,slope,-573000000.0,-453000000.0,3.78
2028,FCFE,slope,-1026000000.0,-453000000.0,0.79
2029,FCFE,slope,-1479000000.0,-453000000.0,0.44
2030,FCFE,slope,-1932000000.0,-453000000.0,0.31
2031,FCFE,slope,-2385000000.0,-453000000.0,0.23
2032,FCFE,slope,-2838000000.0,-453000000.0,0.19
2033,FCFE,slope,-3291000000.0,-453000000.0,0.16
2034,FCFE,slope,-3744000000.0,-453000000.0,0.14
2025,FCFE,man_inp_growth,579940000.0,0.07,0.07
2026,FCFE,man_inp_growth,620535800.0,0.07,0.07
2027,FCFE,man_inp_growth,663973306.0,0.07,0.07
2028,FCFE,man_inp_growth,710451437.0,0.07,0.07
2029,FCFE,man_inp_growth,760183038.0,0.07,0.07
2030,FCFE,man_inp_growth,813395851.0,0.07,0.07
2031,FCFE,man_inp_growth,870333560.0,0.07,0.07
2032,FCFE,man_inp_growth,931256909.0,0.07,0.07
2033,FCFE,man_inp_growth,996444893.0,0.07,0.07
2034,FCFE,man_inp_growth,1066196036.0,0.07,0.07
2024,Revenue,ttm,17668000000.0,,
2024,EBITDA,ttm,2854000000.0,,
2024,EBIT,ttm,1461000000.0,,
2024,Net Income,ttm,805000000.0,,
2024,FCF,ttm,820000000.0,,
2024,Depreciation And Amortization,ttm,1393000000.0,,
2024,Total Debt,ttm,11771000000.0,,
2024,Cash,ttm,787000000.0,,
2024,CapEx,ttm,1393000000.0,,
2024,Operating Cash Flow,ttm,2213000000.0,,
2024,Net Debt,ttm,10535000000.0,,
2024,Current Assets,ttm,8889000000.0,,
2024,Current Liabilities,ttm,7893000000.0,,
2024,Delta WC,ttm,-148000000.0,,
2024,Tax Provision,ttm,250000000.0,,
2024,Pretax Income,ttm,1132000000.0,,
2024,Total Assets,ttm,29943000000.0,,
2024,Interest Expense,ttm,329000000.0,,
2024,Change in Debt,ttm,-817000000.0,,
2024,effective_tax_rate,ttm,0.22,,
2024,ReinvestmentRate,ttm,2.18,,
2024,FCFF,ttm,1359000000.0,,
2024,FCFE,ttm,542000000.0,,
