Debt (avg),Equity (avg),w_d,w_e,r_d (input),r_e (input),Debt contrib,Equity contrib,WACC
20000000.0,3700500000.0,0.005375621556242441,0.9946243784437575,0.0253,0.08,0.00013600322537293374,0.07956995027550061,0.07970595350087355
