Date,Dividends
2021-12-31 00:00:00+01:00,6.75
2022-12-31 00:00:00+01:00,7.0
2023-12-31 00:00:00+01:00,7.25
2024-12-31 00:00:00+01:00,7.75
2025-12-31 00:00:00+01:00,8.25
