Date,Dividends
2021-12-31 00:00:00+01:00,13.8
2022-12-31 00:00:00+01:00,7.7
2023-12-31 00:00:00+01:00,8.25
2024-12-31 00:00:00+01:00,8.75
2025-12-31 00:00:00+01:00,1.0
