,Revenue,EBITDA,EBIT,Net Income,FCF,Depreciation And Amortization,Total Debt,Cash,CapEx,Operating Cash Flow,Net Debt,Current Assets,Current Liabilities,Delta WC,Tax Provision,Pretax Income,Total Assets,ttm,Change in Debt,effective_tax_rate,ReinvestmentRate,FCFF,FCFE
2021-09-30,365817000000.0,123136000000.0,111852000000.0,94680000000.0,92953000000.0,11284000000.0,136522000000.0,34940000000.0,11085000000.0,104038000000.0,89779000000.0,134836000000.0,125481000000.0,-4911000000.0,14527000000.0,109207000000.0,351002000000.0,0,,0.13302260844085087,0.17937837143591062,102435000000.0,102435000000.0
2022-09-30,394328000000.0,130541000000.0,119437000000.0,99803000000.0,111443000000.0,11104000000.0,132480000000.0,23646000000.0,10708000000.0,122151000000.0,96423000000.0,135405000000.0,153982000000.0,1200000000.0,19300000000.0,119103000000.0,352755000000.0,0,,0.16204461684424407,0.2298051669213178,99333000000.0,99333000000.0
2023-09-30,383285000000.0,125820000000.0,114301000000.0,96995000000.0,99584000000.0,11519000000.0,111088000000.0,29965000000.0,10959000000.0,110543000000.0,81123000000.0,143566000000.0,145308000000.0,-6577000000.0,16741000000.0,113736000000.0,352583000000.0,0,,0.14719174228036858,0.1629868798687987,104697000000.0,104697000000.0
2024-09-30,391035000000.0,134661000000.0,123216000000.0,93736000000.0,108807000000.0,11445000000.0,106629000000.0,29943000000.0,9447000000.0,118254000000.0,76686000000.0,152987000000.0,176392000000.0,3651000000.0,29749000000.0,123485000000.0,364980000000.0,0,,0.24091185164189982,0.2625846555468775,91814000000.0,91814000000.0
2025-07-05,400366000000.0,138866000000.0,127364000000.0,97294000000.0,98486000000.0,11502000000.0,98186000000.0,28162000000.0,11070000000.0,109556000000.0,70024000000.0,118674000000.0,144571000000.0,-8967000000.0,29704000000.0,126998000000.0,331233000000.0,1,-6404000000.0,0.23389344714089985,0.13930985050174075,107059000000.0,100655000000.0
