Year,variable,method,value,parameter_value,growth_rate
2032,Pretax Income,cagr,176238245039.0,0.04,0.04
2033,Pretax Income,cagr,183606507314.0,0.04,0.04
2034,Pretax Income,cagr,191282825818.0,0.04,0.04
2025,Pretax Income,slope,125749500000.0,3746700000.0,-0.01
2026,Pretax Income,slope,129496200000.0,3746700000.0,0.03
2027,Pretax Income,slope,133242900000.0,3746700000.0,0.03
2028,Pretax Income,slope,136989600000.0,3746700000.0,0.03
2029,Pretax Income,slope,140736300000.0,3746700000.0,0.03
2030,Pretax Income,slope,144483000000.0,3746700000.0,0.03
2031,Pretax Income,slope,148229700000.0,3746700000.0,0.03
2032,Pretax Income,slope,151976400000.0,3746700000.0,0.03
2033,Pretax Income,slope,155723100000.0,3746700000.0,0.02
2034,Pretax Income,slope,159469800000.0,3746700000.0,0.02
2025,Pretax Income,man_inp_growth,134617880000.0,0.06,0.06
2026,Pretax Income,man_inp_growth,142694952800.0,0.06,0.06
2027,Pretax Income,man_inp_growth,151256649968.0,0.06,0.06
2028,Pretax Income,man_inp_growth,160332048966.0,0.06,0.06
2029,Pretax Income,man_inp_growth,169951971904.0,0.06,0.06
2030,Pretax Income,man_inp_growth,180149090218.0,0.06,0.06
2031,Pretax Income,man_inp_growth,190958035631.0,0.06,0.06
2032,Pretax Income,man_inp_growth,202415517769.0,0.06,0.06
2033,Pretax Income,man_inp_growth,214560448835.0,0.06,0.06
2034,Pretax Income,man_inp_growth,227434075766.0,0.06,0.06
2025,Total Assets,cagr,335572803856.0,0.01,0.01
2026,Total Assets,cagr,339969467679.0,0.01,0.01
2027,Total Assets,cagr,344423736446.0,0.01,0.01
2028,Total Assets,cagr,348936364896.0,0.01,0.01
2029,Total Assets,cagr,353508117655.0,0.01,0.01
2030,Total Assets,cagr,358139769369.0,0.01,0.01
2031,Total Assets,cagr,362832104831.0,0.01,0.01
2032,Total Assets,cagr,367585919117.0,0.01,0.01
2033,Total Assets,cagr,372402017721.0,0.01,0.01
2034,Total Assets,cagr,377281216691.0,0.01,0.01
2025,Total Assets,slope,365770500000.0,4176200000.0,0.1
2026,Total Assets,slope,369946700000.0,4176200000.0,0.01
2027,Total Assets,slope,374122900000.0,4176200000.0,0.01
2028,Total Assets,slope,378299100000.0,4176200000.0,0.01
2029,Total Assets,slope,382475300000.0,4176200000.0,0.01
2030,Total Assets,slope,386651500000.0,4176200000.0,0.01
2031,Total Assets,slope,390827700000.0,4176200000.0,0.01
2032,Total Assets,slope,395003900000.0,4176200000.0,0.01
2033,Total Assets,slope,399180100000.0,4176200000.0,0.01
2034,Total Assets,slope,403356300000.0,4176200000.0,0.01
2025,Total Assets,man_inp_growth,351106980000.0,0.06,0.06
2026,Total Assets,man_inp_growth,372173398800.0,0.06,0.06
2027,Total Assets,man_inp_growth,394503802728.0,0.06,0.06
2028,Total Assets,man_inp_growth,418174030892.0,0.06,0.06
2029,Total Assets,man_inp_growth,443264472745.0,0.06,0.06
2030,Total Assets,man_inp_growth,469860341110.0,0.06,0.06
2031,Total Assets,man_inp_growth,498051961576.0,0.06,0.06
2032,Total Assets,man_inp_growth,527935079271.0,0.06,0.06
2033,Total Assets,man_inp_growth,559611184027.0,0.06,0.06
2034,Total Assets,man_inp_growth,593187855069.0,0.06,0.06
2025,Change in Debt,cagr,,,
2026,Change in Debt,cagr,,,
2027,Change in Debt,cagr,,,
2028,Change in Debt,cagr,,,
2029,Change in Debt,cagr,,,
2030,Change in Debt,cagr,,,
2031,Change in Debt,cagr,,,
2032,Change in Debt,cagr,,,
2033,Change in Debt,cagr,,,
2034,Change in Debt,cagr,,,
2025,Change in Debt,slope,,,
2026,Change in Debt,slope,,,
2027,Change in Debt,slope,,,
2028,Change in Debt,slope,,,
2029,Change in Debt,slope,,,
2030,Change in Debt,slope,,,
2031,Change in Debt,slope,,,
2032,Change in Debt,slope,,,
2033,Change in Debt,slope,,,
2034,Change in Debt,slope,,,
2025,Change in Debt,man_inp_growth,-6788240000.0,0.06,0.06
2026,Change in Debt,man_inp_growth,-7195534400.0,0.06,0.06
2027,Change in Debt,man_inp_growth,-7627266464.0,0.06,0.06
2028,Change in Debt,man_inp_growth,-8084902452.0,0.06,0.06
2029,Change in Debt,man_inp_growth,-8569996599.0,0.06,0.06
2030,Change in Debt,man_inp_growth,-9084196395.0,0.06,0.06
2031,Change in Debt,man_inp_growth,-9629248179.0,0.06,0.06
2032,Change in Debt,man_inp_growth,-10207003069.0,0.06,0.06
2033,Change in Debt,man_inp_growth,-10819423253.0,0.06,0.06
2034,Change in Debt,man_inp_growth,-11468588649.0,0.06,0.06
2025,effective_tax_rate,cagr,0.27,0.15,0.15
2026,effective_tax_rate,cagr,0.31,0.15,0.15
2027,effective_tax_rate,cagr,0.36,0.15,0.15
2028,effective_tax_rate,cagr,0.41,0.15,0.15
2029,effective_tax_rate,cagr,0.47,0.15,0.15
2030,effective_tax_rate,cagr,0.54,0.15,0.15
2031,effective_tax_rate,cagr,0.62,0.15,0.15
2032,effective_tax_rate,cagr,0.72,0.15,0.15
2033,effective_tax_rate,cagr,0.82,0.15,0.15
2034,effective_tax_rate,cagr,0.95,0.15,0.15
2025,effective_tax_rate,slope,0.25,0.03,0.06
2026,effective_tax_rate,slope,0.28,0.03,0.12
2027,effective_tax_rate,slope,0.31,0.03,0.11
2028,effective_tax_rate,slope,0.34,0.03,0.1
2029,effective_tax_rate,slope,0.37,0.03,0.09
2030,effective_tax_rate,slope,0.4,0.03,0.08
2031,effective_tax_rate,slope,0.43,0.03,0.08
2032,effective_tax_rate,slope,0.46,0.03,0.07
2033,effective_tax_rate,slope,0.5,0.03,0.07
2034,effective_tax_rate,slope,0.53,0.03,0.06
2025,effective_tax_rate,man_inp_growth,0.25,0.06,0.06
2026,effective_tax_rate,man_inp_growth,0.26,0.06,0.06
2027,effective_tax_rate,man_inp_growth,0.28,0.06,0.06
2028,effective_tax_rate,man_inp_growth,0.3,0.06,0.06
2029,effective_tax_rate,man_inp_growth,0.31,0.06,0.06
2030,effective_tax_rate,man_inp_growth,0.33,0.06,0.06
2031,effective_tax_rate,man_inp_growth,0.35,0.06,0.06
2032,effective_tax_rate,man_inp_growth,0.37,0.06,0.06
2033,effective_tax_rate,man_inp_growth,0.4,0.06,0.06
2034,effective_tax_rate,man_inp_growth,0.42,0.06,0.06
2025,ReinvestmentRate,cagr,0.16,0.14,0.14
2026,ReinvestmentRate,cagr,0.18,0.14,0.14
2027,ReinvestmentRate,cagr,0.2,0.14,0.14
2028,ReinvestmentRate,cagr,0.23,0.14,0.14
2029,ReinvestmentRate,cagr,0.26,0.14,0.14
2030,ReinvestmentRate,cagr,0.3,0.14,0.14
2031,ReinvestmentRate,cagr,0.34,0.14,0.14
2032,ReinvestmentRate,cagr,0.38,0.14,0.14
2033,ReinvestmentRate,cagr,0.44,0.14,0.14
2034,ReinvestmentRate,cagr,0.5,0.14,0.14
2025,ReinvestmentRate,slope,0.25,0.02,0.83
2026,ReinvestmentRate,slope,0.27,0.02,0.07
2027,ReinvestmentRate,slope,0.29,0.02,0.07
2028,ReinvestmentRate,slope,0.31,0.02,0.06
2029,ReinvestmentRate,slope,0.33,0.02,0.06
2030,ReinvestmentRate,slope,0.35,0.02,0.06
2031,ReinvestmentRate,slope,0.36,0.02,0.05
2032,ReinvestmentRate,slope,0.38,0.02,0.05
2033,ReinvestmentRate,slope,0.4,0.02,0.05
2034,ReinvestmentRate,slope,0.42,0.02,0.05
2025,ReinvestmentRate,man_inp_growth,0.15,0.06,0.06
2026,ReinvestmentRate,man_inp_growth,0.16,0.06,0.06
2027,ReinvestmentRate,man_inp_growth,0.17,0.06,0.06
2028,ReinvestmentRate,man_inp_growth,0.18,0.06,0.06
2029,ReinvestmentRate,man_inp_growth,0.19,0.06,0.06
2030,ReinvestmentRate,man_inp_growth,0.2,0.06,0.06
2031,ReinvestmentRate,man_inp_growth,0.21,0.06,0.06
2032,ReinvestmentRate,man_inp_growth,0.22,0.06,0.06
2033,ReinvestmentRate,man_inp_growth,0.24,0.06,0.06
2034,ReinvestmentRate,man_inp_growth,0.25,0.06,0.06
2025,FCFF,cagr,103223051755.0,-0.04,-0.04
2026,FCFF,cagr,99524546405.0,-0.04,-0.04
2027,FCFF,cagr,95958559340.0,-0.04,-0.04
2028,FCFF,cagr,92520342401.0,-0.04,-0.04
2029,FCFF,cagr,89205317554.0,-0.04,-0.04
2030,FCFF,cagr,86009070799.0,-0.04,-0.04
2031,FCFF,cagr,82927346289.0,-0.04,-0.04
2032,FCFF,cagr,79956040668.0,-0.04,-0.04
2033,FCFF,cagr,77091197601.0,-0.04,-0.04
2034,FCFF,cagr,74329002511.0,-0.04,-0.04
2025,FCFF,slope,92945000000.0,-2649900000.0,-0.13
2026,FCFF,slope,90295100000.0,-2649900000.0,-0.03
2027,FCFF,slope,87645200000.0,-2649900000.0,-0.03
2028,FCFF,slope,84995300000.0,-2649900000.0,-0.03
2029,FCFF,slope,82345400000.0,-2649900000.0,-0.03
2030,FCFF,slope,79695500000.0,-2649900000.0,-0.03
2031,FCFF,slope,77045600000.0,-2649900000.0,-0.03
2032,FCFF,slope,74395700000.0,-2649900000.0,-0.03
2033,FCFF,slope,71745800000.0,-2649900000.0,-0.04
2034,FCFF,slope,69095900000.0,-2649900000.0,-0.04
2025,FCFF,man_inp_growth,113482540000.0,0.06,0.06
2026,FCFF,man_inp_growth,120291492400.0,0.06,0.06
2027,FCFF,man_inp_growth,127508981944.0,0.06,0.06
2028,FCFF,man_inp_growth,135159520861.0,0.06,0.06
2029,FCFF,man_inp_growth,143269092112.0,0.06,0.06
2030,FCFF,man_inp_growth,151865237639.0,0.06,0.06
2031,FCFF,man_inp_growth,160977151897.0,0.06,0.06
2032,FCFF,man_inp_growth,170635781011.0,0.06,0.06
2033,FCFF,man_inp_growth,180873927872.0,0.06,0.06
2034,FCFF,man_inp_growth,191726363544.0,0.06,0.06
2025,FCFE,cagr,97048508527.0,-0.04,-0.04
2026,FCFE,cagr,93571238461.0,-0.04,-0.04
2027,FCFE,cagr,90218559770.0,-0.04,-0.04
2028,FCFE,cagr,86986008316.0,-0.04,-0.04
2029,FCFE,cagr,83869279914.0,-0.04,-0.04
2030,FCFE,cagr,80864224598.0,-0.04,-0.04
2031,FCFE,cagr,77966841095.0,-0.04,-0.04
2032,FCFE,cagr,75173271500.0,-0.04,-0.04
2033,FCFE,cagr,72479796136.0,-0.04,-0.04
2034,FCFE,cagr,69882828606.0,-0.04,-0.04
2025,FCFE,slope,92945000000.0,-2649900000.0,-0.08
2026,FCFE,slope,90295100000.0,-2649900000.0,-0.03
2027,FCFE,slope,87645200000.0,-2649900000.0,-0.03
2028,FCFE,slope,84995300000.0,-2649900000.0,-0.03
2029,FCFE,slope,82345400000.0,-2649900000.0,-0.03
2030,FCFE,slope,79695500000.0,-2649900000.0,-0.03
2031,FCFE,slope,77045600000.0,-2649900000.0,-0.03
2032,FCFE,slope,74395700000.0,-2649900000.0,-0.03
2033,FCFE,slope,71745800000.0,-2649900000.0,-0.04
2034,FCFE,slope,69095900000.0,-2649900000.0,-0.04
2025,FCFE,man_inp_growth,106694300000.0,0.06,0.06
2026,FCFE,man_inp_growth,113095958000.0,0.06,0.06
2027,FCFE,man_inp_growth,119881715480.0,0.06,0.06
2028,FCFE,man_inp_growth,127074618409.0,0.06,0.06
2029,FCFE,man_inp_growth,134699095513.0,0.06,0.06
2030,FCFE,man_inp_growth,142781041244.0,0.06,0.06
2031,FCFE,man_inp_growth,151347903719.0,0.06,0.06
2032,FCFE,man_inp_growth,160428777942.0,0.06,0.06
2033,FCFE,man_inp_growth,170054504618.0,0.06,0.06
2034,FCFE,man_inp_growth,180257774896.0,0.06,0.06
2024,Revenue,ttm,400366000000.0,,
2024,EBITDA,ttm,138866000000.0,,
2024,EBIT,ttm,127364000000.0,,
2024,Net Income,ttm,97294000000.0,,
2024,FCF,ttm,98486000000.0,,
2024,Depreciation And Amortization,ttm,11502000000.0,,
2024,Total Debt,ttm,98186000000.0,,
2024,Cash,ttm,28162000000.0,,
2024,CapEx,ttm,11070000000.0,,
2024,Operating Cash Flow,ttm,109556000000.0,,
2024,Net Debt,ttm,70024000000.0,,
2024,Current Assets,ttm,118674000000.0,,
2024,Current Liabilities,ttm,144571000000.0,,
2024,Delta WC,ttm,-8967000000.0,,
2024,Tax Provision,ttm,29704000000.0,,
2024,Pretax Income,ttm,126998000000.0,,
2024,Total Assets,ttm,331233000000.0,,
2024,Change in Debt,ttm,-6404000000.0,,
2024,effective_tax_rate,ttm,0.23,,
2024,ReinvestmentRate,ttm,0.14,,
2024,FCFF,ttm,107059000000.0,,
2024,FCFE,ttm,100655000000.0,,
