Debt (avg),Equity (avg),w_d,w_e,r_d (input),r_e (input),Debt contrib,Equity contrib,WACC
7087500000.0,101569500000.0,0.06522819514619399,0.9347718048538061,0.0253,0.08,0.0016502733371987078,0.07478174438830448,0.07643201772550319
