Year,variable,method,value,parameter_value,growth_rate
2026,FCFF,slope,,,
2027,FCFF,slope,,,
2028,FCFF,slope,,,
2029,FCFF,slope,,,
2030,FCFF,slope,,,
2031,FCFF,slope,,,
2032,FCFF,slope,,,
2033,FCFF,slope,,,
2034,FCFF,slope,,,
2025,FCFF,man_inp_growth,,0.05,0.05
2026,FCFF,man_inp_growth,,0.05,0.05
2027,FCFF,man_inp_growth,,0.05,0.05
2028,FCFF,man_inp_growth,,0.05,0.05
2029,FCFF,man_inp_growth,,0.05,0.05
2030,FCFF,man_inp_growth,,0.05,0.05
2031,FCFF,man_inp_growth,,0.05,0.05
2032,FCFF,man_inp_growth,,0.05,0.05
2033,FCFF,man_inp_growth,,0.05,0.05
2034,FCFF,man_inp_growth,,0.05,0.05
2025,FCFE,cagr,,,
2026,FCFE,cagr,,,
2027,FCFE,cagr,,,
2028,FCFE,cagr,,,
2029,FCFE,cagr,,,
2030,FCFE,cagr,,,
2031,FCFE,cagr,,,
2032,FCFE,cagr,,,
2033,FCFE,cagr,,,
2034,FCFE,cagr,,,
2025,FCFE,slope,,,
2026,FCFE,slope,,,
2027,FCFE,slope,,,
2028,FCFE,slope,,,
2029,FCFE,slope,,,
2030,FCFE,slope,,,
2031,FCFE,slope,,,
2032,FCFE,slope,,,
2033,FCFE,slope,,,
2034,FCFE,slope,,,
2025,FCFE,man_inp_growth,,0.05,0.05
2026,FCFE,man_inp_growth,,0.05,0.05
2027,FCFE,man_inp_growth,,0.05,0.05
2028,FCFE,man_inp_growth,,0.05,0.05
2029,FCFE,man_inp_growth,,0.05,0.05
2030,FCFE,man_inp_growth,,0.05,0.05
2031,FCFE,man_inp_growth,,0.05,0.05
2032,FCFE,man_inp_growth,,0.05,0.05
2033,FCFE,man_inp_growth,,0.05,0.05
2034,FCFE,man_inp_growth,,0.05,0.05
2024,Revenue,ttm,40700000000.0,,
2024,Net Income,ttm,5084000000.0,,
2024,FCF,ttm,7561000000.0,,
2024,Total Debt,ttm,10388000000.0,,
2024,CapEx,ttm,-875000000.0,,
2024,Net Issuance Payments Of Debt,ttm,-1619000000.0,,
2024,Tax Provision,ttm,1629000000.0,,
2024,Pretax Income,ttm,6787000000.0,,
2024,Change in Debt,ttm,-579000000.0,,
2024,effective_tax_rate,ttm,0.24,,
