,FCFF,FCF,EBIT,CapEx,Depreciation And Amortization,Delta WC,Tax Provision,Revenue,EBITDA,Net Income,Total Debt,Cash,Operating Cash Flow,Net Debt,Current Assets,Current Liabilities,Pretax Income,Total Assets,Interest Expense,WorkingCapital,ttm,effective_tax_rate,ReinvestmentRate,capital_invested,ROCE,operating_margin,sales_to_capital,FCFE
2021-12-31,,2867000000.0,3570000000.0,726000000.0,1065000000.0,,750000000.0,17905000000.0,4635000000.0,2513000000.0,11338000000.0,1172000000.0,3593000000.0,8045000000.0,7886000000.0,10973000000.0,3461000000.0,24860000000.0,109000000.0,-3087000000.0,0,0.2167003756139844,,13887000000.0,0.2570749621948585,0.19938564646746718,1.2893353496075466,
2022-12-31,1136519303.040656,1698000000.0,3118000000.0,924000000.0,1176000000.0,1540000000.0,651000000.0,19705000000.0,4294000000.0,2082000000.0,15076000000.0,1130000000.0,2622000000.0,11566000000.0,10022000000.0,11569000000.0,2927000000.0,29857000000.0,191000000.0,-1547000000.0,0,0.22241202596515203,1.4754762869882447,18288000000.0,0.17049431321084865,0.15823395077391525,1.0774825021872265,1136519303.040656
2023-12-31,-387729506.00801086,3623000000.0,4276000000.0,835000000.0,1293000000.0,4069000000.0,922000000.0,21601000000.0,5569000000.0,1795000000.0,14454000000.0,1138000000.0,4458000000.0,10630000000.0,9384000000.0,6862000000.0,3745000000.0,30546000000.0,531000000.0,2522000000.0,0,0.24619492656875835,1.847644603458557,23684000000.0,0.1805438270562405,0.19795379843525762,0.9120503293362607,-387729506.00801086
2024-12-31,2751423035.522066,3301000000.0,4368000000.0,779000000.0,1435000000.0,1304000000.0,824000000.0,22419000000.0,5803000000.0,2387000000.0,15681000000.0,1112000000.0,4080000000.0,11798000000.0,9921000000.0,6095000000.0,3716000000.0,32450000000.0,652000000.0,3826000000.0,0,0.2217438105489774,0.9926636568848759,26355000000.0,0.1657370517928287,0.1948347383915429,0.8506545247581104,2751423035.522066
2025-07-28,2751423035.522066,3301000000.0,4368000000.0,779000000.0,1435000000.0,1304000000.0,824000000.0,22419000000.0,5803000000.0,2387000000.0,15681000000.0,1112000000.0,4080000000.0,11798000000.0,9921000000.0,6095000000.0,3716000000.0,32450000000.0,652000000.0,,1,0.2217438105489774,0.9926636568848759,26355000000.0,0.1657370517928287,0.1948347383915429,0.8506545247581104,2751423035.522066
