Date,Dividends
2021-12-31 00:00:00+01:00,1.25
2022-12-31 00:00:00+01:00,3.45
2023-12-31 00:00:00+01:00,5.65
2024-12-31 00:00:00+01:00,2.5
2025-12-31 00:00:00+01:00,2.25
