Date,Dividends
2021-12-31 00:00:00+01:00,3.9
2022-12-31 00:00:00+01:00,4.2
2023-12-31 00:00:00+01:00,4.8
2024-12-31 00:00:00+01:00,5.4
2025-12-31 00:00:00+01:00,5.9
