Date,Dividends
2021-12-31 00:00:00+01:00,0.0
2022-12-31 00:00:00+01:00,0.0
2023-12-31 00:00:00+01:00,7.78
2024-12-31 00:00:00+01:00,0.0
2025-12-31 00:00:00+01:00,24.0
