Date,Dividends
2018-12-31 00:00:00+01:00,1.25
2019-12-31 00:00:00+01:00,1.35
2020-12-31 00:00:00+01:00,1.45
2021-12-31 00:00:00+01:00,1.45
2022-12-31 00:00:00+01:00,1.55
